School_ID,Legacy_Unit_ID,Finance_ID,Short_Name,Long_Name,School_Type,Primary_Category,Is_High_School,Is_Middle_School,Is_Elementary_School,Is_Pre_School,Summary,Administrator_Title,Administrator,Secondary_Contact_Title,Secondary_Contact,Address,City,State,Zip,Phone,Fax,CPS_School_Profile,Website,Facebook,Twitter,Youtube,Pinterest,Attendance_Boundaries,Grades_Offered_All,Grades_Offered,Student_Count_Total,Student_Count_Low_Income,Student_Count_Special_Ed,Student_Count_English_Learners,Student_Count_Black,Student_Count_Hispanic,Student_Count_White,Student_Count_Asian,Student_Count_Native_American,Student_Count_Other_Ethnicity,Student_Count_Asian_Pacific_Islander,Student_Count_Multi,Student_Count_Hawaiian_Pacific_Islander,Student_Count_Ethnicity_Not_Available,Statistics_Description,Demographic_Description,ADA_Accessible,Dress_Code,PreK_School_Day,Kindergarten_School_Day,School_Hours,Freshman_Start_End_Time,After_School_Hours,Earliest_Drop_Off_Time,Classroom_Languages,Bilingual_Services,Refugee_Services,Title_1_Eligible,PreSchool_Inclusive,Preschool_Instructional,Significantly_Modified,Hard_Of_Hearing,Visual_Impairments,Transportation_Bus,Transportation_El,Transportation_Metra,School_Latitude,School_Longitude,Average_ACT_School,Mean_ACT,College_Enrollment_Rate_School,College_Enrollment_Rate_Mean,Graduation_Rate_School,Graduation_Rate_Mean,Overall_Rating,Rating_Status,Rating_Statement,Classification_Description,School_Year,Third_Contact_Title,Third_Contact_Name,Fourth_Contact_Title,Fourth_Contact_Name,Fifth_Contact_Title,Fifth_Contact_Name,Sixth_Contact_Title,Sixth_Contact_Name,Seventh_Contact_Title,Seventh_Contact_Name,Location
610245,6630,41061,DOUGLASS HS,Frederick A Douglass Academy High School,Neighborhood,HS,Y,N,N,N,"TeamDouglass is committed to buffing our students until they shine.  Upon graduation from Douglass High School, not only will you be academically equipped but we will work with you to work on your character as well.  Douglass HS is a small learning environment where students are called by name and loved on purpose!  We pride ourselves in knowing the names of all our students and creating a counter-narrative to what our students see outside our walls each and every day.  Don't Be Good, Be Great at Douglass!  #FD4L, Frederick Douglass for Life!",Principal,Abdul K Muhammad,Other,NA,543 N WALLER AVE,Chicago,Illinois,60644,7735346176,7735346172,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610245,http://www.douglassacademy.org,NA,NA,NA,NA,N,"9,10,11,12",9-12,103,101,31,2,100,3,0,0,0,0,0,0,0,0,There are 103 students enrolled at DOUGLASS HS.  98.1% are Low Income Students.  30.1% are Diverse Learners.  1.9% are Limited English Learners.,The largest demographic at DOUGLASS HS is Black.  This demographic makes up 97.1% of the student population.  The second greatest demographic is Hispanic at 2.9%.,Generally accessible,Y,NA,NA,9:00  AM - 4:15  PM,8:50 a.m. - 4:15 p.m.,4:30PM-6:30PM,8:15 AM,Spanish,Y,NA,Y,NA,NA,NA,NA,NA,"66, 85",Green,NA,41.890369,-87.767668,13.6,18.4,20.7,57.9,56.3,73.5,Level 3,Intensive Support,"This school received a Level 3 rating, which is the lowest rating of academic performance at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2016-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"543 N WALLER AVE
Chicago, Illinois 60644
(41.890369, -87.767668)"
610223,6390,25811,WENTWORTH,Daniel S Wentworth Elementary School,Neighborhood,ES,N,Y,Y,Y,"Wentworth provides a haven for academic and social growth. Our mission is to prepare our students to be lifelong learners, productive citizens, and conscientious participants in a multi-cultural and technologically-advanced society, prepared for success in higher education. Wentworth partners with organizations including Salvation Army and By The Hand Club for Kids.",Principal,Janelle Lynette Thompson,Assistant Principal,Angela Rollins,1340 W 71ST ST,Chicago,Illinois,60636,7735353394,7735353434,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610223,http://www.wentworthschool.org,NA,https://twitter.com/Wentworth_60621,NA,NA,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",462,410,81,8,452,7,0,0,1,0,0,1,0,1,There are 462 students enrolled at WENTWORTH.  88.7% are Low Income Students.  17.5% are Diverse Learners.  1.7% are Limited English Learners.,The largest demographic at WENTWORTH is Black.  This demographic makes up 97.8% of the student population.  The second greatest demographic is Hispanic at 1.5%.,No/unknown accessibility,Y,Full Day,Full Day,09:00 AM-04:00 PM,NA,NA,NA,NA,NA,NA,Y,NA,Y,Y,NA,NA,"8, 67",NA,NA,41.765076,-87.658205,NA,18.4,NA,57.9,NA,73.5,Level 2+,Provisional Support,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2016-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1340 W 71ST ST
Chicago, Illinois 60636
(41.765076, -87.658205)"
609724,1480,46241,MATHER HS,Stephen T Mather High School,Neighborhood,HS,Y,N,N,N,"Mather High School is a global family in a neighborhood community, educating students in a safe, nurturing, and intellectually challenging environment. Through collaborative and meaningful experiences, our students develop compassion, creativity, wisdom, perseverance and integrity to make a positive impact in Chicago and beyond. We are Mather Rangers.",Principal,Peter J Auffant,Assistant Principal,Julie Lyons,5835 N LINCOLN AVE,Chicago,Illinois,60659,7735342350,7735342424,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609724,http://www.matherhs.org,NA,https://twitter.com/Matherhs,NA,NA,Y,"9,10,11,12",9-12,1430,1206,173,370,169,513,272,439,10,0,0,23,2,2,There are 1430 students enrolled at MATHER HS.  84.3% are Low Income Students.  12.1% are Diverse Learners.  25.9% are Limited English Learners.,The largest demographic at MATHER HS is Hispanic.  This demographic makes up 35.9% of the student population.  The second greatest demographic is Asian at 30.7%.,Fully Accessible,N,NA,NA,8:00  AM to 3:16 PM,8:00 AM to 3:16 PM,3:16 PM to 6:00 PM,7:30 AM,"French, Spanish, Spanish for Heritage Speakers",Y,Y,Y,NA,NA,NA,NA,NA,"11, 84, 93","Brown, Red",NA,41.987589,-87.702496,17.4,18.4,66.3,57.9,72.3,73.5,Level 1,Good Standing,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2016-2017,Assistant Principal,Christina Laino,Resident Principal,Anna Taglia,NA,NA,NA,NA,NA,NA,"5835 N LINCOLN AVE
Chicago, Illinois 60659
(41.987589, -87.702496)"
610106,5210,24781,PICCOLO,Brian Piccolo Elementary Specialty School,Neighborhood,ES,N,Y,Y,Y,"Piccolo is a neighborhood elementary school that provides a continuum of services including, but not limited to Bilingual Education Programs K-5, ESL, Special Education Program services, and World Language Program (Spanish). Piccolo has a PAC and a BAC that serve as the voice of Piccolo parents and community in conjunction with the LSC and Instructional Leadership Team.",Principal,Mr.Michael Christian Abello,Assistant Principal,Heather Pusatcioglu,1040 N KEELER AVE,Chicago,Illinois,60651,7735344425,7735344248,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610106,http://piccolo.auslchicago.org/about,NA,NA,NA,NA,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",594,535,84,165,290,296,3,0,1,0,0,4,0,0,There are 594 students enrolled at PICCOLO.  90.1% are Low Income Students.  14.1% are Diverse Learners.  27.8% are Limited English Learners.,The largest demographic at PICCOLO is Hispanic.  This demographic makes up 49.8% of the student population.  The second greatest demographic is Black at 48.8%.,Generally accessible,Y,Full and Half Day,Full Day,8:45 AM - 3:45 PM,NA,NA,8:25 AM,NA,Y,NA,Y,Y,NA,NA,NA,NA,70,NA,NA,41.90014,-87.731261,NA,18.4,NA,57.9,NA,73.5,Level 1+,Intensive Support,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2016-2017,Dean of Students,Erin Lauesen,NA,NA,NA,NA,NA,NA,NA,NA,"1040 N KEELER AVE
Chicago, Illinois 60651
(41.90014, -87.731261)"
609952,3650,23431,GREENE,Nathanael Greene Elementary School,Neighborhood,ES,N,N,Y,Y,"Greene offers an instructional program with a strong focus on integrating technology throughout the curriculum. A full-time art program, general music instruction, and a hands-on science lab enhance instruction at all grade levels. Additionally, Greene hosts “Fitness Day” every spring at McKinley Park. Students participate in physical fitness games and contests.",Principal,Shelley Marie Lugo Cordova,Assistant Principal,Vibha Sanghvi,3525 S HONORE ST,Chicago,Illinois,60609,7735354560,7735354617,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609952,http://ngreeneschool.com/,NA,NA,NA,NA,Y,"PK,K,1,2,3,4,5","PK,K-5",503,436,56,205,10,443,21,11,1,0,0,5,0,12,There are 503 students enrolled at GREENE.  86.7% are Low Income Students.  11.1% are Diverse Learners.  40.8% are Limited English Learners.,The largest demographic at GREENE is Hispanic.  This demographic makes up 88.1% of the student population.  The second greatest demographic is White at 4.2%.,Fully Accessible,Y,Half Day,Full Day,08:00 AM-03:00 PM,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,35,Orange,NA,41.829669,-87.671492,NA,18.4,NA,57.9,NA,73.5,Level 2,Provisional Support,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2016-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3525 S HONORE ST
Chicago, Illinois 60609
(41.829669, -87.671492)"
400046,6770,66211,LEARN - BUTLER,L.E.A.R.N. - Romano Butler Campus,Charter,ES,N,Y,Y,N,LEARN Charter Schools is committed to providing children with a solid academic foundation so they have the ability and desire to earn a college degree. Our objective is to ensure that effective student-centered instruction is provided daily in a resource-rich environment where students receive a high level of attention and support.,Director,Robin Walker-Johnson,NA,NA,1132 S HOMAN AVE,Chicago,Illinois,60624,7737220200,7738260015,http://cps.edu/Schools/Pages/school.aspx?SchoolID=400046,http://www.learncharter.org,https://www.facebook.com/LEARNCharters/,https://twitter.com/LEARNCharters,NA,NA,N,"K,1,2,3,4,5,6,7,8",K-8,565,516,58,3,558,5,0,0,1,0,0,1,0,0,There are 565 students enrolled at LEARN - BUTLER.  91.3% are Low Income Students.  10.3% are Diverse Learners.  0.5% are Limited English Learners.,The largest demographic at LEARN - BUTLER is Black.  This demographic makes up 98.8% of the student population.  The second greatest demographic is Hispanic at 0.9%.,Generally accessible,Y,NA,Full Day,8:30 am-4:00 pm,NA,4:00 pm-6:00 pm,08:00 AM,NA,Y,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,41.867273,-87.710679,NA,18.4,NA,57.9,NA,73.5,Level 2,Not Applicable,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2016-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1132 S HOMAN AVE
Chicago, Illinois 60624
(41.867273, -87.710679)"
610144,5590,25101,REILLY,Frank W Reilly Elementary School,Neighborhood,ES,N,Y,Y,Y,"We collaborate with students, families, and community members to create an environment where students succeed at mastering core competencies in reading, math, science, and responsible citizenship. We offer a half day pre-school, a full day kindergarten ,and a bilingual programs in Spanish and Polish.",Principal,Kenneth Anthony Fitzner,Assistant Principal,Mrs. Trinidad Liberto,3650 W SCHOOL ST,Chicago,Illinois,60618,7735345250,7735345169,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610144,http://www.reillyschool.com,NA,NA,NA,NA,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",923,804,131,408,4,870,29,7,6,0,0,4,2,1,There are 923 students enrolled at REILLY.  87.1% are Low Income Students.  14.2% are Diverse Learners.  44.2% are Limited English Learners.,The largest demographic at REILLY is Hispanic.  This demographic makes up 94.3% of the student population.  The second greatest demographic is White at 3.1%.,Fully Accessible,Y,Half Day,Full Day,07:45 AM-02:45 PM,NA,3:00- 5:15 pm,7:30 am,"Polish, Spanish",Y,NA,Y,NA,NA,NA,NA,NA,"56, 77",Blue,NA,41.941094,-87.719541,NA,18.4,NA,57.9,NA,73.5,Level 1,Good Standing,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2016-2017,Assistant Principal,Mrs. Ana Rodriguez,NA,NA,NA,NA,NA,NA,NA,NA,"3650 W SCHOOL ST
Chicago, Illinois 60618
(41.941094, -87.719541)"
400125,9042,66108,YCCS - ASPIRA PANTOJA,"YCCS-ASPIRA,Antonia Pantoja Alternative HS",Charter,HS,Y,N,N,N,YCCS - Aspira Pantoja,Director,Ms. Martha Zurita,Assistant Principal,Nestor Corona,3121 N PULASKI RD,Chicago,Illinois,60641,7732520970,7732520994,http://cps.edu/Schools/Pages/school.aspx?SchoolID=400125,http://www.aspirail.org/,https://www.facebook.com/ASPIRAIllinois,https://twitter.com/ASPIRAIllinois,NA,NA,N,"9,10,11,12",9-12,137,129,16,35,4,131,1,0,1,0,0,0,0,0,There are 137 students enrolled at YCCS - ASPIRA PANTOJA.  94.2% are Low Income Students.  11.7% are Diverse Learners.  25.5% are Limited English Learners.,The largest demographic at YCCS - ASPIRA PANTOJA is Hispanic.  This demographic makes up 95.6% of the student population.  The second greatest demographic is Black at 2.9%.,No/unknown accessibility,Y,NA,NA,8:30 AM - 3:42 PM,NA,NA,NA,Spanish,Y,Y,Y,NA,NA,NA,NA,NA,"53, 77",Blue,NA,41.938187,-87.727137,14.1,18.4,4.2,57.9,NA,73.5,Level 2+,Not Applicable,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2016-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3121 N PULASKI RD
Chicago, Illinois 60641
(41.938187, -87.727137)"
609935,3490,29091,GALLISTEL,Matthew Gallistel Elementary Language Academy,Magnet,ES,N,Y,Y,Y,"Gallistel Language Academy is a neighborhood school.  It offers Spanish and French language programs starting in kindergarten through 8th grade.  Gallistel also provides a rigorous academic program that is student-centered, data driven, and promotes a positive learning environment for the students, teachers, and community.  We offer a school-wide positive behavior intervention program (PBIS) known as “Purple Pride” with goals, incentives, and activities throughout the year.  Gallistel received a Creative School Certification in the Arts.  It also offers opportunities in before and after school programs including sports, choir, band and an engaging after school drama program.  We have partnerships with the Museum of Science and Industry, Rochelle Lee, Donors Choose and a school community board that is comprised of all parent driven organizations functioning within the school.",Principal,Kimberly Joyce Nelson,Assistant Principal,Josephine Mounts,10347 S EWING AVE,Chicago,Illinois,60617,7735356540,7735356569,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609935,http://gallistel.cps.edu/,https://www.facebook.com/Gallistel/,NA,NA,NA,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",791,690,115,172,23,755,11,0,1,0,0,1,0,0,There are 791 students enrolled at GALLISTEL.  87.2% are Low Income Students.  14.5% are Diverse Learners.  21.7% are Limited English Learners.,The largest demographic at GALLISTEL is Hispanic.  This demographic makes up 95.4% of the student population.  The second greatest demographic is Black at 2.9%.,No/unknown accessibility,Y,Full and Half Day,Full Day,8:00 AM-3:00 PM,NA,3:00 PM-5:00 PM,7:30 AM,Spanish,Y,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,41.706801,-87.535175,NA,18.4,NA,57.9,NA,73.5,Level 1+,Good Standing,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .",Schools that specialize in a specific subject area. Acceptance based on application and random lottery.,School Year 2016-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10347 S EWING AVE
Chicago, Illinois 60617
(41.706801, -87.535175)"
609777,2070,22061,ARMOUR,Phillip D Armour Elementary School,Neighborhood,ES,N,Y,Y,Y,"It is our mission to serve our students by expending resources to deliver rigorous instructional programs, which will foster increased student achievement including college and career readiness with an emphasis on student academic growth.  Through supportive, cooperative efforts and involvement from parents, community, and external partnerships we will continue to motivate our students to take an active and responsible role in their learning, become more critically aware and a learner in the 21st century.   Armour School is excited to announce that we will have free before school and after school care for all students enrolled at Armour. Before school care will begin at 7:00 a.m. and after school care will be provided until           5:00 p.m. everyday school is in session. Certified CPS teachers and paraprofessionals will be available to help your child with reading, math, and homework. Children will also be provided with an activity time and a hot meal.   Program begins the second week of school on September 14 and runs Monday - Friday until the last week of school in June.  These programs are availab",Principal,Katherine Chuu,Counselor,Kelly Wingate,950 W 33RD PL,Chicago,Illinois,60608,7735354530,7735354501,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609777,http://armourelementary.org,http://www.facebook.com/armourchicago,http://twitter.com/armourschoolchi,https://www.youtube.com/channel/UCY6aZPomNPiwBKqKC0FQLsQ,NA,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",276,221,35,94,17,217,25,14,0,0,0,2,0,1,There are 276 students enrolled at ARMOUR.  80.1% are Low Income Students.  12.7% are Diverse Learners.  34.1% are Limited English Learners.,The largest demographic at ARMOUR is Hispanic.  This demographic makes up 78.6% of the student population.  The second greatest demographic is White at 9.1%.,Fully Accessible,Y,Full Day,Full Day,7:45 am-2:45 pm,NA,2:45pm-5:00pm,7:00a.m.,NA,Y,NA,Y,NA,NA,NA,NA,NA,NA,Orange,NA,41.833854,-87.650653,NA,18.4,NA,57.9,NA,73.5,Level 1,Good Standing,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2016-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"950 W 33RD PL
Chicago, Illinois 60608
(41.833854, -87.650653)"
400064,1960,66051,PERSPECTIVES - JOSLIN HS,Perspectives - Rodney D. Joslin,Charter,HS,Y,Y,Y,N,"Perspectives – Joslin provides multiple programs for students of all interests, including parent-student workshops and internship opportunities with Northwestern University’s Feinberg School of Medicine.",Director,Milena Nedeljkovic,Assisstant Principal,Nora Barr,1930 S ARCHER AVE,Chicago,Illinois,60616,3122257400,3122257411,http://cps.edu/Schools/Pages/school.aspx?SchoolID=400064,http://www.pcsedu.org,https://www.facebook.com/perspectivescs,https://twitter.com/pcsedu,NA,NA,N,"6,7,8,9,10,11,12",6-12,388,335,75,8,337,39,2,4,0,0,0,4,2,0,There are 388 students enrolled at PERSPECTIVES - JOSLIN HS.  86.3% are Low Income Students.  19.3% are Diverse Learners.  2.1% are Limited English Learners.,The largest demographic at PERSPECTIVES - JOSLIN HS is Black.  This demographic makes up 86.9% of the student population.  The second greatest demographic is Hispanic at 10.1%.,Fully Accessible,Y,NA,NA,8:00 AM - 3:20 PM,8:00 AM - 3:20 PM,3:30 PM - 5:00 PM,NA,Spanish,Y,N,Y,NA,NA,NA,NA,NA,"21, 24, 29, 62","Green, Red",NA,41.855999,-87.628531,17.5,18.4,81.6,57.9,85.7,73.5,Level 1,Not Applicable,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2016-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1930 S ARCHER AVE
Chicago, Illinois 60616
(41.855999, -87.628531)"
610246,6660,29321,BEASLEY,Edward Beasley Elementary Magnet Academic Center,Regional gifted center,ES,N,Y,Y,Y,"Beasley Academic Center seeks to create a challenging learning environment that encourages high expectations and appropriate curriculum and instruction that allows for individual differences and learning styles. This is accomplished by promoting a safe, orderly, caring, and supportive school culture.  We strive to have our parents, teachers, and community members to be actively involved in our students' learning. We offer Gifted and Accelerated Programs, Algebra 1 H.S. Credit, French, Spanish, Swim, Debate, Industrial Technology, Computer Technology, Competitive Athletic Sports Programs and various Visual and Performing Arts Programs. Our partners include Ravinia, HistoryMakers, ACES Engineering, Dancing with Class, and Common Threads Kitchen Community. ",Principal,Kim Brasfield,Assistant Principal,Petrina Diane Haynes,5255 S STATE ST,Chicago,Illinois,60609,7735351230,7735351248,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610246,http://beasleyac.org,NA,NA,NA,NA,N,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",1248,1002,76,1,1213,20,6,1,4,0,0,3,1,0,There are 1248 students enrolled at BEASLEY.  80.3% are Low Income Students.  6.1% are Diverse Learners.  0.1% are Limited English Learners.,The largest demographic at BEASLEY is Black.  This demographic makes up 97.2% of the student population.  The second greatest demographic is Hispanic at 1.6%.,Generally accessible,Y,Full and Half Day,Full Day,8:45 AM-3:45 PM,NA,NA,NA,NA,N,NA,Y,NA,NA,NA,NA,NA,"15, 29, 55",Red,NA,41.798465,-87.625692,NA,18.4,NA,57.9,NA,73.5,Level 2+,Good Standing,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that provide an accelerated instructional program that place an emphasis on thinking, reasoning, problem solving and creativity. Acceptance based on application and entrance exam.",School Year 2016-2017,Assistant Principal,Jaidah R. Wilson-Turnbow,NA,NA,NA,NA,NA,NA,NA,NA,"5255 S STATE ST
Chicago, Illinois 60609
(41.798465, -87.625692)"
400121,9038,66134,ACERO - DE LA CRUZ,Acero Charter Schools - Sor Juana Inés de la Cruz,Charter,ES,Y,Y,Y,N,"At the UNO Charter School Network (UCSN), academic success is not a hope; it is an expectation.  UCSN high schools prepare students for college through a rigorous curriculum, Advanced Placement (AP) courses, a language program that includes Mandarin, and summer experiences on college campuses. UCSN Rogers Park helps students develop their artistic abilities through an arts curriculum with focus areas of visual arts, dance, theater and music.  All UCSN schools emphasize active citizenship and leadership development through an American Civics curriculum, and offer many athletic, creative, and academic extracurricular activities.",Director,Ms. Molly Robinson,NA,NA,7416 N RIDGE AVE,Chicago,Illinois,60645,3124555442,3124555443,http://cps.edu/Schools/Pages/school.aspx?SchoolID=400121,http://www.ucsnschools.org,https://www.facebook.com/UNOCharterSchoolNetwork,https://twitter.com/ucsnschools,NA,NA,N,"K,1,2,3,4,5,6,7,8,9,10,11,12",K-12,676,616,82,270,183,453,12,13,7,0,0,5,0,3,There are 676 students enrolled at ACERO - DE LA CRUZ.  91.1% are Low Income Students.  12.1% are Diverse Learners.  39.9% are Limited English Learners.,The largest demographic at ACERO - DE LA CRUZ is Hispanic.  This demographic makes up 67% of the student population.  The second greatest demographic is Black at 27.1%.,No/unknown accessibility,Y,NA,Full Day,8:00 AM-3:30 PM,NA,NA,7:30 AM,"Mandarin, Spanish",Y,NA,Y,NA,NA,NA,NA,NA,NA,Red,NA,42.016476,-87.684406,16.6,18.4,NA,57.9,NA,73.5,Level 2,Not Applicable,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2016-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7416 N RIDGE AVE
Chicago, Illinois 60645
(42.016476, -87.684406)"
609864,2860,22801,COOK,John W Cook Elementary School,Neighborhood,ES,N,Y,Y,Y,"Cook provides a student-centered, rigorous, and balanced curriculum that meets the needs of all of our students. We recognize that our students learn in different ways. Our commitment is that each student learns to think critically; develops a lifelong love of learning; acquires a sense of responsibility for self/community; and excels in academics, the arts and athletics.",Principal,El Roy Estes,NA,NA,8150 S BISHOP ST,Chicago,Illinois,60620,7735353315,7735353383,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609864,http://www.cookelementary.org,NA,NA,NA,NA,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",376,334,59,0,366,7,0,0,0,0,0,2,0,1,There are 376 students enrolled at COOK.  88.8% are Low Income Students.  15.7% are Diverse Learners.  0.0% are Limited English Learners.,The largest demographic at COOK is Black.  This demographic makes up 97.3% of the student population.  The second greatest demographic is Hispanic at 1.9%.,No/unknown accessibility,Y,Full Day,Full Day,08:45 AM-03:45 PM,NA,NA,8:30AM,NA,NA,NA,Y,NA,NA,Y,NA,NA,"9, 79",NA,NA,41.745237,-87.659775,NA,18.4,NA,57.9,NA,73.5,Level 2+,Provisional Support,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2016-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8150 S BISHOP ST
Chicago, Illinois 60620
(41.745237, -87.659775)"
400055,1932,66143,NOBLE - RAUNER HS,Noble - Rauner College Prep,Charter,HS,Y,N,N,N,"Rauner College Prep's vision is to strengthen the city of Chicago today by empowering our college graduates of   tomorrow  . We prepare our scholars with the scholarship, discipline, and honor necessary to succeed in college and lead exemplary lives. We desire to be a school model in the city of Chicago that produces excellence in all that we do in an effort to fight for the equity that our children deserve.",Director,Ms. Jennifer Reid,Assistant Principal,Brenden Bedell,1337 W OHIO ST,Chicago,Illinois,60642,3122265345,3122263552,http://cps.edu/Schools/Pages/school.aspx?SchoolID=400055,http://raunercollegeprep.noblenetwork.org,NA,NA,NA,NA,N,"9,10,11,12",9-12,634,522,88,79,106,498,14,3,2,0,0,4,0,7,There are 634 students enrolled at NOBLE - RAUNER HS.  82.3% are Low Income Students.  13.9% are Diverse Learners.  12.5% are Limited English Learners.,The largest demographic at NOBLE - RAUNER HS is Hispanic.  This demographic makes up 78.5% of the student population.  The second greatest demographic is Black at 16.7%.,Generally accessible,Y,NA,NA,8:00 AM-3:30 PM,"M - R 8:00 a.m. - 3:30 p.m., F 8:00 a.m. - 1:00 p.m.",3:45 PM - 4:30 PM,7:00 AM,"Latin, Spanish",Y,N,Y,NA,NA,NA,NA,NA,"9, 65, 66",Blue,NA,41.892425,-87.660859,20.9,18.4,77.2,57.9,85.6,73.5,Level 1+,Not Applicable,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2016-2017,Dean of Operations & Culture,Dane Maodush-Pitzer,Office Manager,Maria Serrano,Director of Student Recruitment & Enrollment,Sonia Reyna,NA,NA,NA,NA,"1337 W OHIO ST
Chicago, Illinois 60642
(41.892425, -87.660859)"
